Negative,@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.
Positive,Watching a programme about the life of Hitler, its only enhancing my geekiness of history.
Neutral,saw night at the museum out of sheer desperation. who is funding these movies?
Positive,Night At The Museum 2? Pretty furkin good.
Neutral,Watching Night at the Museum - giggling.
Neutral,@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...
Neutral,About to watch Night at the Museum with Ryan and Stacy
Neutral,Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!
Positive,Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.
Neutral,just watched night at the museum 2! so stinkin cute!
Positive,So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.
Positive,I think I may have a new favorite restaurant. On our way to see "Night at the Museum 2".
Neutral,UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old.
Positive,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D
Neutral,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?
Positive,As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al
Neutral,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r
Negative,@Pittstock $GM good riddance.  sad though.
Negative,I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8
Negative,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala
Negative,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb
Positive,Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good.
Positive,The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..
Neutral,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda
Negative,sad day...bankrupt GM
Negative,is upset about the whole GM thing. life as i know it is so screwed up
Negative,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs
Neutral,Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH
Negative,#WFTB Joining a bit late. My connection was down (boo time warner)
Neutral,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.
Negative,i am furious with time warner and their phone promotions!
Negative,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
Negative,could time-warner cable suck more?  NO.
Negative,Pissed at Time Warner for causin me to have slow internet problems
Neutral,@sportsguy33 Ummm, having some Time Warner problems?
Negative,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j
Negative,RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.
Neutral,RT @sportsguy33: New Time Warner slogan: "Time Warner, where we make you long for the days before cable."
Neutral,confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/
Negative,@sportsguy33 Time Warner = epic fail
Neutral,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china
Neutral,Weird Piano Guitar House in China! http://u2s.me/72i8
Neutral,Send us your GM/Chevy photos http://tinyurl.com/luzkpq
Negative,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.
Positive,GM files Bankruptcy, not a good sign...
Positive,yankees won mets lost. its a good day.
Positive,My dentist appt today was actually quite enjoyable.
Negative,I hate the effing dentist.
Neutral,@stevemoakler i had a dentist appt this morning and had the same conversation!
Negative,@kirstiealley I hate going to the dentist.. !!!
Negative,i hate the dentist....who invented them anyways?
Negative,this dentist's office is cold :/
Neutral,Check this video out -- David After Dentist http://bit.ly/47aW2
Neutral,First dentist appointment [in years] on Wednesday possibly.
Neutral,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu
Neutral,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a
Neutral,Portland city politics may undo baseball park http://tinyurl.com/lpjquj
Neutral,RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s
Negative,dropped her broccoli walking home from safeway! ;( so depressed
Negative,@ronjon we don't have Safeway.
Neutral,Just applied at Safeway!(: Yeeeee!
Neutral,@ Safeway. Place is a nightmare right now. Bumming.
Neutral,at safeway with dad
Negative,HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;
Neutral,Safeway with Marvin, Janelle, and Auntie Lhu
Neutral,Safeway offering mobile coupons http://bit.ly/ONH7w
Neutral,Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa
Neutral,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.
Neutral,Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.
Neutral,eating breakfast and then school
Negative,still hungry after eating....
Neutral,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn
Neutral,with the boyfriend, eating a quesadilla
Neutral,Eating dinner. Meat, chips, and risotto.
Neutral,got a new pair of nike shoes. pics up later
Neutral,Nike SB Blazer High "ACG" Custom - Brad Douglas - http://timesurl.at/45a448
Positive,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes
Neutral,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN
Neutral,@evelynbyrne have you tried Nike  ? V. addictive.
Positive,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....
Positive,The Nike Training Club (beta) iPhone app looks very interesting.
Negative,argghhhh why won't  my jquery appear in safari bad safari !!!
Neutral,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt
Neutral,all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/
Positive,I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js
Negative,This is cold.. I was looking at google's chart//visualization API and found this jQuery "wrapper" for the API...  http://tinyurl.com/mq52bq
Positive,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.
Neutral,jquery Selectors http://codylindley.com/jqueryselectors/
Neutral,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ
Neutral,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO
Positive,SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga
Negative,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul
Neutral,reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio
Positive,I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.
Negative,I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html
Positive,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis
Positive,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.
Positive,I love my Kindle2. No more stacks of books to trip over on the way to the loo.
Positive,Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.
Negative,@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)
Negative,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?
Neutral,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?
Positive,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter
Positive,Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass
Positive,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave
Negative,looks like summize has gone down. too many tweets from WWDC perhaps?
Positive,I hope the girl at work  buys my Kindle2
Neutral,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush
Positive,@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen
Neutral,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T
Positive,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.
Positive,The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?
Positive,I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.
Neutral,@ruby_gem My primary debit card is Visa Electron.
Neutral,Off to the bank to get my new visa platinum card
Negative,dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?
Neutral,has a date with bobby flay and gut fieri from food network
Positive,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!
Positive,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
Positive,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
Positive,My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.
Neutral,Fighting with LaTex. Again...
Positive,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil
Neutral,7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.
Neutral,How to Track Iran with Social Media: http://bit.ly/2BoqU
Negative,Shit's hitting the fan in Iran...craziness indeed #iranelection
Positive,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
Neutral,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)
Positive,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.
Positive,@johncmayer is Bobby Flay joining you?
Positive,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!
Negative,I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)
Positive,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!
Neutral,After using LaTeX a lot, any other typeset mathematics just looks hideous.
Neutral,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7
Negative,On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.
Neutral,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.
Negative,Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect
Negative,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
